city_name_eng,hate_crime_log,logvk,logspbsu2,logspbsu1,logspbsu3,logpop,disttopiter,disttomoscow,logwage11,wage,University_exists,lognet11b,fract11b,ldpr_03,protesters_log
Kurovskoe,0,8.30918407440186,0,0,0,3.05400109291077,703.200012207031,83.6100006103516,9.8208122253418,22324,0,11.2372245788574,0.101256459951401,0.104885712265968,0
Pavlovskij Posad,0,9.54014778137207,0,0,0,4.20319890975952,675.5,64.75,9.9321231842041,22324,0,11.155219078064,0.318635493516922,0.0971846207976341,0
Pushkino,0,9.05438804626465,0,0,0,4.25561285018921,622.599975585938,33.0299987792969,10.157470703125,22324,0,11.0968246459961,0.225754454731941,0.0835062861442566,0
Ramenskoe,0,10.2117443084717,0,0,0,4.45085287094116,675.299987792969,42.7999992370606,10.2737398147583,22324,0,11.3358240127563,0.438710242509842,0.0940014496445656,0
Solnechnogorsk,0,9.59512615203857,0.6931471824646,0,0,4.07073450088501,573.200012207031,62.25,10.1056528091431,22324,0,11.2585191726685,0.307160347700119,0.100218042731285,0
Stupino,0,9.66959857940674,0,0,0,4.18813848495483,727.5,98.7099990844727,10.4558200836182,22324,0,11.2139139175415,0.335775256156921,0.104996837675571,0
Chehov,0,9.94462966918945,0,0,0,4.09767246246338,683.099975585938,67.2399978637695,10.0510015487671,22324,0,11.3009729385376,0.382476419210434,0.0951083227992058,0
Shatura,0,9.13798427581787,0,0,0,3.465735912323,731.299987792969,121.900001525879,10.3323106765747,22324,0,11.3140840530396,0.201192989945412,0.111965149641037,0
Kandalaksha,0,9.73731517791748,1.3862943649292,0,0.6931471824646,3.82428407669067,809,1298,10.2931280136108,24274,0,11.222448348999,0.350353717803955,0.151703983545303,0
Kovdor,0,8.86658191680908,0.6931471824646,0,0,3.20274639129639,847,1365,10.3856048583984,24274,0,11.2809715270996,0.162832364439964,0.154252037405968,0
Toguchin,0,8.26873207092285,0,0,0,3.19867300987244,3171,2890,9.61159706115723,16090,0,11.3539228439331,0.0872414335608482,0.173685789108276,0
Cherepanovo,0,8.17891979217529,0,0,0,3.17387843132019,3177,2871,9.63016891479492,16090,0,11.3662748336792,0.0791332200169563,0.167622551321983,0
Nizhnij Lomov,0,8.34830093383789,0,0,0,3.3032169342041,1080,461.399993896484,9.47255039215088,12700,0,11.1340980529785,0.115726985037327,0.0879327729344368,0
Serdobsk,0,8.91220378875732,0,0.6931471824646,0,3.73528575897217,1192,563.799987792969,9.47447204589844,12700,0,11.1744031906128,0.186540052294731,0.124371543526649,0
Vereshhagino,0,8.07059383392334,0,0,0,3.26575946807861,1401,1063,9.61467170715332,19422,0,11.1868724822998,0.0846906155347824,0.119429685175419,0
Nytva,0,8.16251659393311,0,0,0,3.16968560218811,1444,1101,9.60730934143066,19422,0,11.2013883590698,0.0911675468087196,0.123995810747147,0
Osa,0,8.66922760009766,0,0,0,3.31418609619141,1476,1104,9.87786197662354,19422,0,11.1401052474976,0.154715120792389,0.139676690101624,0
Chernushka,0,9.18019008636475,0,0,0,3.65842032432556,1546,1144,9.83957862854004,19422,0,11.1910457611084,0.231886178255081,0.134820029139519,0
Nevel',0,8.5008602142334,0,0,0.6931471824646,3.0633909702301,437.899993896484,479.899993896484,9.59076118469238,12698,0,11.2075757980347,0.12457687407732,0.112034693360329,0
Ostrov,0,8.78262996673584,0,0,1.0986123085022,3.38777446746826,312.399993896484,594.200012207031,9.57526111602783,12698,0,11.1197338104248,0.174526587128639,0.135730862617493,0
Aksaj,0,8.67470932006836,0,0,0,3.57515072822571,1541,955.900024414063,9.63834953308105,14503,0,11.0866632461548,0.16318641602993,0.102372638881207,0
Belaja Kalitva,0,9.12891292572021,0,0,0,3.87743163108826,1474,870.5,9.63834953308105,14503,0,11.1499633789062,0.229893013834953,0.182150423526764,0
Krasnyj Sulin,0,8.28903675079346,0,0,0,3.79548907279968,1482,890.599975585938,9.63834953308105,14503,0,11.1544628143311,0.107405170798302,0.150890216231346,0
Millerovo,0,8.75384521484375,0,0,0,3.69635152816772,1386,782.799987792969,9.63834953308105,14503,0,11.1554756164551,0.164713084697723,0.123969867825508,0
Morozovsk,0,8.33662986755371,0,0,0,3.39114713668823,1487,871.5,9.63834953308105,14503,0,11.2132081985474,0.106286205351353,0.145246952772141,0
Sal'sk,0,9.2064323425293,0,0,0,4.16511344909668,1668,1066,9.63834953308105,14503,0,11.1303615570068,0.249395772814751,0.155982851982117,0
Semikarakorsk,0,7.99260663986206,0,0,0,3.22684407234192,4452,3916,9.63834953308105,14503,0,11.2605123519897,0.0732482150197029,0.165378287434578,0
Novomichurinsk,0,8.19863986968994,0,0,0,3.13549423217773,869.799987792969,234.600006103516,9.9744119644165,13663,0,11.0991973876953,0.103911280632019,0.128061413764954,0
Kalininsk,0,7.8058819770813,0,0,0,3.0492730140686,1286,652.400024414063,9.45469760894775,11961,0,11.143762588501,0.0684761255979538,0.140199303627014,0
Sysert',0,8.35632038116455,0,0,0,3.13549423217773,1809,1433,9.80101203918457,22128,0,11.3053169250488,0.0992737039923668,0.166312053799629,0
Turinsk,0,8.21824836730957,0,0,0,3.11351537704468,1903,1594,9.68986129760742,22128,0,11.3276872634888,0.0852480083703995,0.115800954401493,0
Vjaz'ma,0,9.49175262451172,0.6931471824646,0,0.6931471824646,4.08765554428101,578.900024414063,217.800003051758,9.74038028717041,14770,0,11.0406589508057,0.334650248289108,0.120958440005779,0
Gagarin,0,8.9668664932251,0.6931471824646,0,0,3.44041800498962,562.400024414063,165.699996948242,9.73275852203369,14770,0,11.1512660980225,0.199737906455994,0.124388948082924,0
Roslavl',0,9.22876930236816,0.6931471824646,0,0,4.06902694702148,684.5,364.799987792969,9.52398300170898,14770,0,10.9933748245239,0.283834278583527,0.152662232518196,0
Safonovo,0,8.92718124389648,0,0,0.6931471824646,3.96651124954224,566.900024414063,284.799987792969,9.62496376037598,14770,0,11.1405143737793,0.194742545485497,0.152993604540825,0
Jarcevo,0,9.23425197601318,1.0986123085022,0,1.0986123085022,4.03600883483887,561,320.5,9.52156829833984,14770,0,11.1505136489868,0.250985056161881,0.118926040828228,0
Asino,0,7.51697731018066,0,0,0,3.44361805915833,3165,2928,9.70789813995361,15098,0,11.2275648117065,0.0477046966552734,0.14366440474987,0
