date,doge_price,google_interest,google_interest_musk
2021-01-28T17:57:00Z,-0.257764635659822,-0.208365775294239,26634.0332333777
2021-01-28T17:58:00Z,-0.252319286977354,-0.221066638934324,26612.6886045464
2021-01-28T17:59:00Z,-0.220001782976267,-0.22563339709135,26605.013869931
2021-01-28T18:00:00Z,-0.218450885105908,-0.208168636559603,26634.3645378652
2021-01-28T18:01:00Z,-0.202636090331781,-0.203280844808179,26642.5787903519
2021-01-28T18:02:00Z,-0.204667255860489,-0.200940653986665,26646.5116334951
2021-01-28T18:03:00Z,-0.198868248736368,-0.207744768497577,26635.0768757592
2021-01-28T18:04:00Z,-0.177639986728251,-0.190917153507409,26663.3567790996
2021-01-28T18:05:00Z,-0.178133890817683,-0.167090651600596,26703.3987678935
2021-01-28T18:06:00Z,-0.182810313913685,-0.17968930010108,26682.2259182638
2021-01-28T18:07:00Z,-0.18010706759767,-0.18241507294862,26677.6450794045
2021-01-28T18:08:00Z,-0.177957514734708,-0.182084095793283,26678.2013080778
2021-01-28T18:09:00Z,-0.179819631075588,-0.181853682185882,26678.5885331569
2021-01-28T18:10:00Z,-0.184251540138988,-0.16112308766893,26713.4276478782
2021-01-28T18:11:00Z,-0.180639532715349,-0.175231796548319,26689.7170433986
2021-01-28T18:12:00Z,-0.180962690300129,-0.188681740597366,26667.1135361361
2021-01-28T18:13:00Z,-0.178803736338339,-0.210038806853466,26631.2215948414
2021-01-28T18:14:00Z,-0.201087737898065,-0.239682814658115,26581.4029083652
2021-01-28T18:15:00Z,-0.180587489436298,-0.235425119641629,26588.5582422369
2021-01-28T18:16:00Z,-0.182751917826624,-0.267952053737655,26533.8946103002
2021-01-28T18:17:00Z,-0.184526424606806,-0.29466945554061,26488.9942758835
2021-01-28T18:18:00Z,-0.193863822389897,-0.294916361956855,26488.5793335646
2021-01-28T18:19:00Z,-0.188105979039285,-0.288680149461035,26499.0596949643
2021-01-28T18:20:00Z,-0.145008547315077,-0.278488562528657,26516.1873208044
2021-01-28T18:21:00Z,-0.0920437384094905,-0.289002847459217,26498.517379954
2021-01-28T18:22:00Z,-0.0888650807452646,-0.254088420128965,26557.1933498203
2021-01-28T18:23:00Z,-0.0793442262361705,-0.247371964501102,26568.4807910921
2021-01-28T18:24:00Z,-0.0518795159249343,-0.257035524683045,26552.240548608
2021-01-28T18:25:00Z,-0.0391667761080405,-0.247295549285922,26568.6092118398
2021-01-28T18:26:00Z,-0.0476621115802375,-0.23668293299432,26586.4444049489
2021-01-28T18:27:00Z,-0.0666458254555561,-0.24915820699309,26565.4788942074
2021-01-28T18:28:00Z,-0.0870252530822258,-0.26925395288977,26531.706683954
2021-01-28T18:29:00Z,-0.106834736152258,-0.268112243739223,26533.6254005659
2021-01-28T18:30:00Z,-0.0895832726250909,-0.257226876790789,26551.918968924
2021-01-28T18:31:00Z,-0.0657428259394503,-0.264948217712918,26538.9427524451
2021-01-28T18:32:00Z,-0.0659746901857612,-0.230500895006463,26596.8337225584
